Wall time,Step,Value
1501565156.279868,0,0.10000000149011612
1501565156.2928689,1,0.09990005195140839
1501565156.2958689,2,0.09980019927024841
1501565156.2998693,3,0.0997004508972168
1501565156.3028693,4,0.09960079938173294
1501565156.3068695,5,0.09950124472379684
1501565156.3098698,6,0.0994017943739891
1501565156.31387,7,0.09930244088172913
1501565156.3168702,8,0.0992031916975975
1501565156.3208704,9,0.09910403937101364
1501565156.3238704,10,0.09900498390197754
1501565156.3268707,11,0.0989060252904892
1501565156.3308709,12,0.09880717098712921
1501565156.3338711,13,0.09870841354131699
1501565156.3368714,14,0.09860975295305252
1501565156.3408716,15,0.09851119667291641
1501565156.3438716,16,0.09841272979974747
1501565156.347872,17,0.09831436723470688
1501565156.350872,18,0.09821610152721405
1501565156.3548722,19,0.09811793267726898
1501565156.3578725,20,0.09801986813545227
1501565156.3618727,21,0.09792189300060272
1501565156.364873,22,0.09782402217388153
1501565156.3688731,23,0.0977262482047081
1501565156.3718734,24,0.09762857109308243
1501565156.3758736,25,0.09753099083900452
1501565156.3788736,26,0.09743350744247437
1501565156.3818738,27,0.09733612090349197
1501565156.385874,28,0.09723883867263794
1501565156.3898742,29,0.09714164584875107
1501565156.3928745,30,0.09704454988241196
1501565156.3968747,31,0.0969475582242012
1501565156.399875,32,0.09685065597295761
1501565156.403875,33,0.09675385802984238
1501565156.4068754,34,0.0966571494936943
1501565156.4108756,35,0.09656054526567459
1501565156.4138758,36,0.09646403044462204
1501565156.417876,37,0.09636761248111725
1501565156.4218762,38,0.09627129137516022
1501565156.4248762,39,0.09617507457733154
1501565156.4288764,40,0.09607894718647003
1501565156.4358768,42,0.09588697552680969
1501565156.438877,43,0.09579113870859146
1501565156.4418774,44,0.09569539874792099
1501565156.4458776,45,0.09559974819421768
1501565156.4488778,46,0.09550419449806213
1501565156.452878,47,0.09540873765945435
1501565156.455878,48,0.09531337767839432
1501565156.4598782,49,0.09521811455488205
1501565156.4628785,50,0.09512294083833694
1501565156.4668787,51,0.0950278639793396
1501565156.469879,52,0.09493288397789001
1501565156.473879,53,0.09483800083398819
1501565156.4768794,54,0.09474320709705353
1501565156.4808795,55,0.09464851766824722
1501565156.4838798,56,0.09455391019582748
1501565156.48788,57,0.0944594070315361
1501565156.49088,58,0.09436499327421188
1501565156.4948802,59,0.09427067637443542
1501565156.4978805,60,0.09417645633220673
1501565156.5018806,61,0.09408232569694519
1501565156.504881,62,0.09398829191923141
1501565156.508881,63,0.0938943475484848
1501565156.5118814,64,0.09380050003528595
1501565156.5158815,65,0.09370674937963486
1501565156.5188818,66,0.09361308813095093
1501565156.522882,67,0.09351952373981476
1501565156.525882,68,0.09342604875564575
1501565156.5298822,69,0.0933326706290245
1501565156.5328825,70,0.09323938190937042
1501565156.5368826,71,0.0931461900472641
1501565156.539883,72,0.09305308759212494
