Wall time,Step,Value
1501565156.6018865,90,8.128305435180664
1501565156.6058867,91,8.109610557556152
1501565156.6088867,92,8.090958595275879
1501565156.6128871,93,8.07235050201416
1501565156.6158872,94,8.053784370422363
1501565156.6198876,95,8.035261154174805
1501565156.6228876,96,8.016780853271484
1501565156.6268878,97,7.998342514038086
1501565156.6318882,98,7.979947090148926
1501565156.6348884,99,7.9615936279296875
1501565156.6388886,100,7.943282127380371
1501565156.6418886,101,7.925013542175293
1501565156.6458888,102,7.9067864418029785
1501565156.648889,103,7.888601303100586
1501565156.6528893,104,7.870458126068115
1501565156.6558895,105,7.852356433868408
1501565156.6598897,106,7.834296226501465
1501565156.66389,107,7.816277980804443
1501565156.6678903,108,7.7983012199401855
1501565156.6728904,109,7.780365467071533
1501565156.6768906,110,7.7624711990356445
1501565156.681891,111,7.744617938995361
1501565156.6878912,112,7.726805686950684
1501565156.6928916,113,7.7090349197387695
1501565156.6968918,114,7.6913042068481445
1501565156.7008922,115,7.673614978790283
1501565156.7048924,116,7.655966281890869
1501565156.7088926,117,7.638357639312744
1501565156.7138927,118,7.620790004730225
1501565156.718893,119,7.603262901306152
1501565156.7228932,120,7.585775852203369
1501565156.7268937,121,7.568328857421875
1501565156.7308939,122,7.550922393798828
1501565156.7358942,123,7.533555507659912
1501565156.7408943,124,7.516229152679443
1501565156.7448945,125,7.498941898345947
1501565156.7498949,126,7.481695175170898
1501565156.753895,127,7.464487552642822
1501565156.7578955,128,7.447319507598877
1501565156.7618957,129,7.430191516876221
1501565156.7658958,130,7.413102626800537
1501565156.769896,131,7.396052837371826
1501565156.7728963,132,7.379042148590088
1501565156.7758963,133,7.3620710372924805
1501565156.7788966,134,7.3451385498046875
1501565156.7818966,135,7.328245162963867
1501565156.785897,136,7.3113908767700195
1501565156.788897,137,7.294575214385986
1501565156.7918973,138,7.277798175811768
1501565156.7948976,139,7.261059761047363
1501565156.7988977,140,7.244359493255615
1501565156.802898,141,7.227697849273682
1501565156.8058982,142,7.2110748291015625
1501565156.8098984,143,7.1944899559021
1501565156.8138986,144,7.177942752838135
1501565156.8178988,145,7.161434173583984
1501565156.820899,146,7.144963264465332
1501565156.8248992,147,7.128530502319336
1501565156.8298995,148,7.11213493347168
1501565156.8328996,149,7.09577751159668
1501565156.8369,150,7.079457759857178
1501565156.8409002,151,7.063175678253174
1501565156.8449004,152,7.04693078994751
1501565156.8489006,153,7.0307230949401855
1501565156.8529007,154,7.014553070068359
1501565156.855901,155,6.998419761657715
1501565156.8599012,156,6.982324123382568
1501565156.8649015,157,6.9662652015686035
1501565156.869902,158,6.95024299621582
1501565156.874902,159,6.934257984161377
1501565156.8789022,160,6.918309688568115
1501565156.8839025,161,6.902398109436035
1501565156.8879027,162,6.8865227699279785
1501565156.892903,163,6.870684623718262
1501565156.8969033,164,6.85488224029541
1501565156.9019036,165,6.83911657333374
1501565156.906904,166,6.823387145996094
1501565156.9109042,167,6.8076934814453125
1501565156.9169044,168,6.792036533355713
1501565156.9219048,169,6.77641487121582
1501565156.925905,170,6.760829925537109
1501565156.9319053,171,6.7452802658081055
1501565156.9359055,172,6.729766368865967
1501565156.939906,173,6.714288711547852
1501565156.943906,174,6.698845863342285
1501565156.9489062,175,6.683439254760742
1501565156.9539065,176,6.668067455291748
1501565156.958907,177,6.652731418609619
1501565156.962907,178,6.637430667877197
1501565156.9669073,179,6.622165203094482
1501565156.9719076,180,6.606934547424316
1501565156.9759078,181,6.591739177703857
1501565156.979908,182,6.576578140258789
1501565156.9849083,183,6.561452865600586
1501565156.9889085,184,6.546361923217773
1501565156.9929087,185,6.531305313110352
1501565156.996909,186,6.516283988952637
1501565157.000909,187,6.5012969970703125
1501565157.0049095,188,6.486344337463379
1501565157.0099099,189,6.471426010131836
1501565157.01391,190,6.456542491912842
1501565157.0189104,191,6.44169282913208
1501565157.0239105,192,6.426877021789551
1501565157.0289109,193,6.412095546722412
1501565157.033911,194,6.397348403930664
1501565157.0459118,196,6.367955207824707
1501565157.0499122,197,6.353309154510498
1501565157.0529122,198,6.3386969566345215
1501565157.0569124,199,6.324118614196777
1501565157.0609126,200,6.309573650360107
1501565157.0639129,201,6.295062065124512
1501565157.066913,202,6.280583381652832
1501565157.0709133,203,6.266138553619385
1501565157.0739133,204,6.251727104187012
1501565157.0779138,205,6.237348556518555
1501565157.081914,206,6.223002910614014
1501565157.0849142,207,6.208690166473389
1501565157.0889144,208,6.194410800933838
1501565157.0929146,209,6.180163860321045
1501565157.0969148,210,6.165949821472168
1501565157.100915,211,6.151768684387207
1501565157.1039152,212,6.137619972229004
1501565157.1089153,213,6.123503684997559
1501565157.1129158,214,6.109420299530029
1501565157.118916,215,6.0953688621521
1501565157.1229162,216,6.081349849700928
1501565157.1269164,217,6.067363262176514
1501565157.1309166,218,6.053408622741699
1501565157.1349168,219,6.039486408233643
1501565157.137917,220,6.025595664978027
1501565157.1419172,221,6.01173734664917
1501565157.1449175,222,5.997910976409912
1501565157.1479177,223,5.984116077423096
1501565157.1549182,225,5.9566216468811035
1501565157.1599183,226,5.9429216384887695
1501565157.1639185,227,5.929253101348877
1501565157.1669188,228,5.915616512298584
1501565157.171919,229,5.902010917663574
1501565157.1759193,230,5.888436317443848
1501565157.1809194,231,5.874893665313721
1501565157.1859198,232,5.861381530761719
1501565157.18892,233,5.847900867462158
1501565157.1939204,234,5.834451198577881
1501565157.1979206,235,5.8210320472717285
1501565157.2019207,236,5.807644367218018
1501565157.204921,237,5.794286727905273
1501565157.2119212,238,5.780960559844971
1501565157.2169216,239,5.767664432525635
1501565157.2209218,240,5.754399299621582
1501565157.2279222,241,5.741164684295654
1501565157.2319224,242,5.727960109710693
1501565157.2369227,243,5.714786529541016
1501565157.240923,244,5.7016425132751465
1501565157.244923,245,5.6885294914245605
1501565157.2489233,246,5.675446033477783
1501565157.2539237,247,5.662393093109131
1501565157.256924,248,5.649369716644287
1501565157.2619243,249,5.63637638092041
1501565157.2649243,250,5.6234130859375
1501565157.2699246,251,5.610479831695557
1501565157.2739248,252,5.597576141357422
1501565157.277925,253,5.584702014923096
1501565157.2819252,254,5.571857452392578
1501565157.2859256,255,5.559042453765869
1501565157.2889256,256,5.546257019042969
1501565157.292926,257,5.533501148223877
1501565157.2969263,258,5.5207743644714355
1501565157.3009264,259,5.508077144622803
1501565157.3039267,260,5.495408535003662
1501565157.3069267,261,5.48276948928833
1501565157.310927,262,5.470159530639648
1501565157.314927,263,5.457578659057617
1501565157.3189273,264,5.445026397705078
1501565157.3229277,265,5.4325032234191895
1501565157.3319283,267,5.407543182373047
1501565157.3359284,268,5.395106315612793
1501565157.3399286,269,5.382698059082031
1501565157.3439288,270,5.3703179359436035
1501565157.347929,271,5.357966423034668
1501565157.3549294,272,5.345643520355225
1501565157.3589296,273,5.333348751068115
1501565157.36293,274,5.321082592010498
1501565157.3669302,275,5.308844566345215
1501565157.3709304,276,5.296634674072266
1501565157.3749306,277,5.284452438354492
1501565157.3779309,278,5.272298812866211
1501565157.382931,279,5.2601728439331055
1501565157.3869312,280,5.248074531555176
1501565157.3909316,281,5.23600435256958
1501565157.3949318,282,5.22396183013916
1501565157.398932,283,5.211946964263916
1501565157.4029322,284,5.199959754943848
1501565157.4059324,285,5.188000202178955
1501565157.4099326,286,5.176068305969238
1501565157.4139328,287,5.164163589477539
1501565157.4229333,289,5.14043664932251
1501565157.4309337,291,5.116818428039551
1501565157.4349341,292,5.105050086975098
1501565157.4389343,293,5.093308925628662
1501565157.4429345,294,5.081594467163086
1501565157.4469347,295,5.069907188415527
1501565157.450935,296,5.058246612548828
1501565157.4549353,297,5.046612739562988
1501565157.4589355,298,5.035006046295166
1501565157.4619355,299,5.023426055908203
1501565157.4659357,300,5.011872291564941
1501565157.468936,301,5.000345230102539
1501565157.4739363,302,4.988844871520996
1501565157.4779365,303,4.977370738983154
1501565157.4819367,304,4.965923309326172
1501565157.484937,305,4.954502105712891
1501565157.4889371,306,4.943106651306152
1501565157.4929373,307,4.931737899780273
1501565157.4959376,308,4.920395374298096
1501565157.5009377,309,4.909078598022461
1501565157.5049381,310,4.897788047790527
1501565157.5089383,311,4.886523723602295
1501565157.5179389,313,4.864071846008301
1501565157.521939,314,4.852884769439697
1501565157.5269394,315,4.841723442077637
1501565157.5309396,316,4.830587863922119
1501565157.5349398,317,4.8194780349731445
1501565157.53894,318,4.808393478393555
1501565157.5429404,319,4.797334671020508
1501565157.5469406,320,4.786301136016846
1501565157.5499406,321,4.775292873382568
1501565157.553941,322,4.764309883117676
1501565157.556941,323,4.753352165222168
1501565157.5609412,324,4.742419719696045
1501565157.5639415,325,4.731512546539307
1501565157.5679417,326,4.720630645751953
1501565157.570942,327,4.709773063659668
1501565157.573942,328,4.698941230773926
1501565157.5779424,329,4.688133716583252
1501565157.5809424,330,4.677351474761963
1501565157.5849428,331,4.6665940284729
1501565157.5879428,332,4.655860900878906
1501565157.591943,333,4.645152568817139
1501565157.5949433,334,4.634469032287598
1501565157.5989435,335,4.623810291290283
1501565157.6019435,336,4.613175868988037
1501565157.6049438,337,4.602565765380859
1501565157.608944,338,4.59197998046875
1501565157.6119442,339,4.581418991088867
1501565157.6159444,340,4.5708818435668945
1501565157.6199448,341,4.56036901473999
1501565157.6229448,342,4.549880504608154
1501565157.626945,343,4.539416313171387
1501565157.6299453,344,4.528975963592529
1501565157.6339455,345,4.518559455871582
1501565157.6369455,346,4.508167266845703
1501565157.640946,347,4.497798442840576
1501565157.644946,348,4.487453937530518
1501565157.6479464,349,4.477133274078369
1501565157.6519465,350,4.466835975646973
1501565157.6549468,351,4.456562519073486
1501565157.658947,352,4.44631290435791
1501565157.661947,353,4.436086654663086
1501565157.6649473,354,4.425883769989014
1501565157.6689475,355,4.415704250335693
1501565157.6719477,356,4.405548572540283
1501565157.675948,357,4.395416259765625
1501565157.678948,358,4.3853068351745605
1501565157.6829484,359,4.375221252441406
1501565157.6859484,360,4.365158557891846
1501565157.6909487,361,4.355118751525879
1501565157.694949,362,4.345102310180664
1501565157.6979492,363,4.335108757019043
1501565157.7019494,364,4.325138092041016
1501565157.7049496,365,4.31519079208374
1501565157.7089498,366,4.3052659034729
1501565157.7119498,367,4.2953643798828125
1501565157.71595,368,4.28548526763916
1501565157.7229505,370,4.2657952308654785
1501565157.726951,371,4.255984306335449
1501565157.729951,372,4.2461957931518555
1501565157.733951,373,4.236429691314697
1501565157.7369514,374,4.226686000823975
1501565157.7409515,375,4.216965198516846
1501565157.7439518,376,4.207266330718994
1501565157.7469518,377,4.197589874267578
1501565157.750952,378,4.187935829162598
1501565157.7549524,379,4.1783037185668945
1501565157.7579527,380,4.168694019317627
1501565157.7619529,381,4.159106254577637
1501565157.764953,382,4.149540424346924
1501565157.768953,383,4.139996528625488
1501565157.7719533,384,4.130475044250488
1501565157.7759535,385,4.120975017547607
1501565157.7789538,386,4.111497402191162
1501565157.7819538,387,4.102041244506836
1501565157.784954,388,4.092606544494629
1501565157.7889543,389,4.083193778991699
1501565157.7919545,390,4.073802947998047
1501565157.7959547,391,4.0644330978393555
1501565157.798955,392,4.055085182189941
1501565157.801955,393,4.0457587242126465
1501565157.8089554,395,4.027170181274414
1501565157.8129556,396,4.017908096313477
1501565157.8159559,397,4.0086669921875
1501565157.819956,398,3.9994475841522217
1501565157.8229563,399,3.990248918533325
1501565157.8269565,400,3.981071710586548
1501565157.8299568,401,3.9719154834747314
1501565157.833957,402,3.962780237197876
1501565157.8369572,403,3.9536662101745605
1501565157.8399572,404,3.944572925567627
1501565157.8439574,405,3.9355008602142334
1501565157.8469577,406,3.9264492988586426
1501565157.8509579,407,3.9174187183380127
1501565157.853958,408,3.9084088802337646
1501565157.8579583,409,3.8994197845458984
1501565157.8609583,410,3.890451431274414
1501565157.8649588,411,3.8815035820007324
1501565157.8679588,412,3.8725764751434326
1501565157.8719592,413,3.8636698722839355
1501565157.8749592,414,3.854783535003662
1501565157.8789594,415,3.8459177017211914
1501565157.8829596,416,3.8370723724365234
1501565157.8909602,418,3.8194427490234375
1501565157.8939602,419,3.8106582164764404
1501565157.8989606,420,3.801893949508667
1501565157.9029608,421,3.793149948120117
1501565157.9069612,422,3.784425735473633
1501565157.9099612,423,3.775722026824951
1501565157.9149616,424,3.767038106918335
1501565157.9189618,425,3.758373975753784
1501565157.922962,426,3.749730110168457
1501565157.9269621,427,3.741105794906616
1501565157.9309623,428,3.73250150680542
1501565157.9349627,429,3.723917007446289
1501565157.938963,430,3.7153522968292236
1501565157.9469633,432,3.698281764984131
1501565157.9509635,433,3.6897759437561035
1501565157.9549637,434,3.6812896728515625
1501565157.958964,435,3.672822952270508
1501565157.9629643,436,3.6643757820129395
1501565157.9669645,437,3.6559479236602783
1501565157.9709647,438,3.6475393772125244
1501565157.974965,439,3.639150381088257
1501565157.977965,440,3.6307804584503174
1501565157.9819653,441,3.6224300861358643
1501565157.9849656,442,3.61409854888916
1501565157.9879656,443,3.6057863235473633
1501565157.991966,444,3.5974934101104736
1501565157.994966,445,3.589219331741333
1501565157.9989662,446,3.5809643268585205
1501565158.0019665,447,3.572728395462036
1501565158.0059667,448,3.564511299133301
1501565158.008967,449,3.5563132762908936
1501565158.0119672,450,3.5481338500976562
1501565158.0159674,451,3.539973497390747
1501565158.0199676,452,3.531831741333008
1501565158.0229678,453,3.5237088203430176
1501565158.026968,454,3.5156044960021973
1501565158.029968,455,3.507518768310547
1501565158.0329683,456,3.4994516372680664
1501565158.0369685,457,3.491403102874756
1501565158.0399687,458,3.4833731651306152
1501565158.042969,459,3.4753615856170654
1501565158.0469692,460,3.4673686027526855
1501565158.0499692,461,3.4593937397003174
1501565158.0539694,462,3.451437473297119
1501565158.0579698,463,3.4434993267059326
1501565158.0609698,464,3.435579538345337
1501565158.06397,465,3.427677869796753
1501565158.0679703,466,3.4197943210601807
1501565158.0709705,467,3.411929130554199
1501565158.0749707,468,3.4040818214416504
1501565158.078971,469,3.3962526321411133
1501565158.0819712,470,3.388441562652588
1501565158.0859714,471,3.380648374557495
1501565158.0889716,472,3.372873067855835
1501565158.0929718,473,3.3651156425476074
1501565158.0959718,474,3.3573760986328125
1501565158.099972,475,3.34965443611145
1501565158.1029723,476,3.3419504165649414
1501565158.1059725,477,3.334264039993286
1501565158.1099727,478,3.3265955448150635
1501565158.112973,479,3.3189446926116943
1501565158.1169732,480,3.3113112449645996
1501565158.1199732,481,3.3036954402923584
1501565158.1239736,482,3.2960970401763916
1501565158.1269736,483,3.2885162830352783
1501565158.1309738,484,3.2809529304504395
1501565158.133974,485,3.273406982421875
1501565158.1379743,486,3.265878438949585
1501565158.1409745,487,3.2583670616149902
1501565158.1449747,488,3.25087308883667
1501565158.147975,489,3.243396282196045
1501565158.1519752,490,3.2359366416931152
1501565158.1549754,491,3.228494167327881
1501565158.1589756,492,3.221068859100342
1501565158.1619756,493,3.213660478591919
1501565158.167976,495,3.198895215988159
1501565158.1709762,496,3.191537857055664
1501565158.1749763,497,3.184197425842285
1501565158.1779766,498,3.1768741607666016
1501565158.1819768,499,3.169567346572876
1501565158.184977,500,3.1622776985168457
1501565158.1919775,502,3.1477482318878174
1501565158.1959777,503,3.1405086517333984
1501565158.1989777,504,3.1332857608795166
1501565158.202978,505,3.1260793209075928
1501565158.2059782,506,3.118889570236206
1501565158.2089784,507,3.1117162704467773
1501565158.2129786,508,3.1045596599578857
1501565158.2159786,509,3.097419261932373
1501565158.220979,510,3.0902953147888184
1501565158.2239792,511,3.083188056945801
1501565158.2279794,512,3.076096773147583
1501565158.2309797,513,3.0690219402313232
1501565158.2349799,514,3.0619633197784424
1501565158.23798,515,3.0549211502075195
1501565158.2419803,516,3.0478949546813965
1501565158.2449803,517,3.0408849716186523
1501565158.2489805,518,3.033891201019287
1501565158.252981,519,3.0269134044647217
1501565158.2569811,520,3.019951820373535
1501565158.2599814,521,3.0130059719085693
1501565158.2639816,522,3.0060763359069824
1501565158.2669816,523,2.999162435531616
1501565158.2699819,524,2.992264747619629
1501565158.272982,525,2.985382556915283
1501565158.2869828,529,2.958012580871582
1501565158.289983,530,2.951209306716919
1501565158.2939832,531,2.9444215297698975
1501565158.2969835,532,2.937649726867676
1501565158.3009837,533,2.9308931827545166
1501565158.3039837,534,2.924152374267578
1501565158.306984,535,2.9174270629882812
1501565158.3109841,536,2.910717010498047
1501565158.3139844,537,2.904022693634033
1501565158.3169844,538,2.897343635559082
1501565158.3209848,539,2.8906798362731934
1501565158.3239849,540,2.8840315341949463
1501565158.3279853,541,2.8773984909057617
1501565158.3309853,542,2.8707804679870605
1501565158.3349855,543,2.864177942276001
1501565158.3379858,544,2.857590436935425
1501565158.341986,545,2.851018190383911
1501565158.3449862,546,2.84446120262146
1501565158.3489864,547,2.837918996810913
1501565158.3519864,548,2.8313920497894287
1501565158.3549867,549,2.8248798847198486
1501565158.357987,550,2.818382978439331
1501565158.361987,551,2.8119008541107178
1501565158.3649874,552,2.805433750152588
1501565158.3679874,553,2.7989814281463623
1501565158.3719876,554,2.792543888092041
1501565158.375988,555,2.786121129989624
1501565158.378988,556,2.7797131538391113
1501565158.3829882,557,2.773320198059082
1501565158.3859885,558,2.766941547393799
1501565158.3899887,559,2.760577917098999
1501565158.392989,560,2.7542285919189453
1501565158.396989,561,2.747894048690796
1501565158.3999894,562,2.741574287414551
1501565158.4039896,563,2.7352688312530518
1501565158.4069898,564,2.728977680206299
1501565158.41099,565,2.72270131111145
1501565158.41399,566,2.7164392471313477
1501565158.4179902,567,2.7101917266845703
1501565158.4209905,568,2.70395827293396
1501565158.4249907,569,2.697739362716675
1501565158.427991,570,2.6915347576141357
1501565158.431991,571,2.6853444576263428
1501565158.4349914,572,2.679168224334717
1501565158.4389915,573,2.673006296157837
1501565158.4429917,574,2.666858673095703
1501565158.445992,575,2.6607251167297363
1501565158.4499922,576,2.6546056270599365
1501565158.4529922,577,2.6485002040863037
1501565158.4569924,578,2.642408847808838
1501565158.4599926,579,2.63633131980896
1501565158.462993,580,2.630268096923828
1501565158.466993,581,2.624218463897705
1501565158.4699934,582,2.618182897567749
1501565158.4729934,583,2.61216139793396
1501565158.4769938,584,2.6061534881591797
1501565158.4799938,585,2.6001596450805664
1501565158.483994,586,2.594179391860962
1501565158.4869943,587,2.5882129669189453
1501565158.4909945,588,2.5822601318359375
1501565158.4939947,589,2.5763211250305176
1501565158.500995,591,2.564484119415283
1501565158.5049953,592,2.5585858821868896
1501565158.5079956,593,2.552701234817505
1501565158.5119958,594,2.546830177307129
1501565158.5149958,595,2.5409727096557617
1501565158.518996,596,2.535128593444824
1501565158.5219963,597,2.5292980670928955
1501565158.5259964,598,2.5234806537628174
1501565158.5289967,599,2.517676830291748
1501565158.532997,600,2.5118863582611084
1501565158.536997,601,2.5061092376708984
1501565158.5399973,602,2.500345468521118
1501565158.5439975,603,2.4945948123931885
1501565158.5469978,604,2.4888572692871094
1501565158.5499978,605,2.48313307762146
1501565158.552998,606,2.477421998977661
1501565158.5599985,608,2.4660394191741943
1501565158.5629985,609,2.4603676795959473
1501565158.5669987,610,2.4547088146209717
1501565158.5709991,611,2.449063301086426
1501565158.5739992,612,2.4434306621551514
1501565158.5779996,613,2.4378108978271484
1501565158.5809996,614,2.432204008102417
1501565158.5849998,615,2.426609992980957
1501565158.588,616,2.4210290908813477
1501565158.5920002,617,2.4154608249664307
1501565158.5950005,618,2.409905433654785
1501565158.5990007,619,2.404362916946411
1501565158.6020007,620,2.3988330364227295
1501565158.605001,621,2.3933157920837402
1501565158.6080012,622,2.3878111839294434
1501565158.6120014,623,2.382319450378418
1501565158.6150017,624,2.376840353012085
1501565158.6180017,625,2.3713736534118652
1501565158.622002,626,2.365919589996338
1501565158.6260023,627,2.360478162765503
1501565158.6290023,628,2.3550493717193604
1501565158.6330025,629,2.349632740020752
1501565158.6360028,630,2.344228744506836
1501565158.640003,631,2.338837146759033
1501565158.6430032,632,2.3334579467773438
1501565158.6470034,633,2.3280911445617676
1501565158.6500037,634,2.3227367401123047
1501565158.6540039,635,2.317394733428955
1501565158.657004,636,2.3120648860931396
1501565158.6610043,637,2.3067471981048584
1501565158.6650045,638,2.3014419078826904
1501565158.6680045,639,2.2961485385894775
1501565158.6720047,640,2.290867567062378
1501565158.6760051,641,2.2855987548828125
1501565158.6800053,642,2.2803421020507812
1501565158.6860056,643,2.275097370147705
1501565158.691006,644,2.269864797592163
1501565158.6950061,645,2.2646443843841553
1501565158.6990063,646,2.2594356536865234
1501565158.7030065,647,2.254239320755005
1501565158.7070067,648,2.2490546703338623
1501565158.712007,649,2.243881940841675
1501565158.7160072,650,2.2387211322784424
1501565158.7190075,651,2.233572244644165
1501565158.7230077,652,2.2284350395202637
1501565158.727008,653,2.2233099937438965
1501565158.7310083,654,2.218196392059326
1501565158.7360084,655,2.213094711303711
1501565158.7410088,656,2.2080047130584717
1501565158.745009,657,2.2029263973236084
1501565158.7490091,658,2.197859764099121
1501565158.7530096,659,2.192805051803589
1501565158.75801,660,2.1877615451812744
1501565158.76101,661,2.182729959487915
1501565158.780011,662,2.1777098178863525
1501565158.7850113,663,2.172701120376587
1501565158.7880116,664,2.1677041053771973
1501565158.7920117,665,2.1627185344696045
1501565158.795012,666,2.1577444076538086
1501565158.7990122,667,2.1527817249298096
1501565158.8030124,668,2.1478304862976074
1501565158.8070126,669,2.142890691757202
1501565158.8110127,670,2.1379621028900146
1501565158.814013,671,2.133044958114624
1501565158.8180132,672,2.128139019012451
1501565158.8220134,673,2.123244524002075
1501565158.8260136,674,2.118361234664917
1501565158.8290138,675,2.1134891510009766
1501565158.833014,676,2.108628034591675
1501565158.8370142,677,2.10377836227417
1501565158.8400145,678,2.098939895629883
1501565158.8430147,679,2.0941123962402344
1501565158.847015,680,2.0892961025238037
1501565158.852015,681,2.0844907760620117
1501565158.8560154,682,2.0796966552734375
1501565158.8610156,683,2.074913501739502
1501565158.865016,684,2.070141315460205
1501565158.8690162,685,2.065380096435547
1501565158.8740163,686,2.0606298446655273
1501565158.8780167,687,2.0558905601501465
1501565158.882017,688,2.0511622428894043
1501565158.886017,689,2.0464446544647217
1501565158.8900173,690,2.0417380332946777
1501565158.8940175,691,2.0370421409606934
1501565158.8990178,692,2.0323569774627686
1501565158.903018,693,2.0276827812194824
1501565158.9080184,694,2.0230190753936768
1501565158.9130187,695,2.0183663368225098
1501565158.917019,696,2.0137243270874023
1501565158.921019,697,2.0090928077697754
1501565158.9250193,698,2.004472017288208
1501565158.9290195,699,1.9998618364334106
1501565158.9330199,700,1.9952622652053833
1501565158.93602,701,1.990673303604126
1501565158.94002,702,1.9860949516296387
1501565158.9440205,703,1.9815269708633423
1501565158.9480207,704,1.976969599723816
1501565158.952021,705,1.97242271900177
1501565158.9580212,706,1.9678863286972046
1501565158.9610214,707,1.96336030960083
1501565158.9650216,708,1.9588446617126465
1501565158.9680219,709,1.9543395042419434
1501565158.971022,710,1.9498445987701416
1501565158.9750223,711,1.9453600645065308
1501565158.9780223,712,1.9408859014511108
1501565158.9810226,713,1.9364219903945923
1501565158.9850228,714,1.931968331336975
1501565158.9880228,715,1.9275249242782593
1501565158.991023,716,1.9230917692184448
1501565158.9970233,717,1.9186687469482422
1501565159.0010235,718,1.914255976676941
1501565159.005024,719,1.909853219985962
1501565159.0090241,720,1.9054607152938843
1501565159.0140245,721,1.901078224182129
1501565159.0180247,722,1.8967058658599854
1501565159.0220249,723,1.8923436403274536
1501565159.026025,724,1.8879913091659546
1501565159.0290253,725,1.8836491107940674
1501565159.0330255,726,1.879316806793213
1501565159.0370257,727,1.8749945163726807
1501565159.0410259,728,1.8706821203231812
1501565159.0450263,729,1.866379737854004
1501565159.0510266,730,1.8620871305465698
1501565159.0550268,731,1.8578044176101685
1501565159.0580268,732,1.8535315990447998
1501565159.0630271,733,1.8492686748504639
1501565159.0670273,734,1.8450154066085815
1501565159.0710278,735,1.840772032737732
1501565159.075028,736,1.836538314819336
1501565159.0790281,737,1.832314372062683
1501565159.0840285,738,1.8281002044677734
1501565159.0880287,739,1.8238956928253174
1501565159.0920289,740,1.819700837135315
1501565159.096029,741,1.8155156373977661
1501565159.1170304,742,1.811340093612671
1501565159.1210306,743,1.8071740865707397
1501565159.1250308,744,1.8030177354812622
1501565159.129031,745,1.7988709211349487
1501565159.1330311,746,1.7947336435317993
1501565159.1360314,747,1.790605902671814
1501565159.1400316,748,1.7864875793457031
1501565159.1440318,749,1.7823787927627563
1501565159.149032,750,1.778279423713684
